give gave given дать
go went gone идти; уходить
grind ground ground точить; молоть
grow grew grown расти
hang hung hung висеть
have had had иметь
hear heard heard слушать
hide hid hidden прятать(ся)
hit hit hit ударить; попасть
hold held held держать
hurt hurt hurt причинить боль
inlay inlaid inlaid вкладывать
inset inset inset вставлять
keep kept kept хранить
kneel knelt knelt становиться на колени
knit knit(ted) knit(ted) вязать
know knew known знать
lay laid laid класть; положить
lead led led вести
lean leant; leaned leant; leaned опереться; прислониться
leap leapt; leaped leapt; leaped прыгать
learn learnt; learned learnt; learned учить
leave left left оставить
lend lent lent одолжить
let let let пустить; дать
lie lay lain лежать
light lit; lighted lit; lighted осветить
lose lost lost терять
make made made делать
mean meant meant подразумевать
meet met met встретить
mow mowed mown; mowed косить
pay paid paid платить
plead pleaded; pled pleaded; pled обращаться к суду
prove proved proved; proven доказывать; оказаться
put put put класть
quit quit quit покидать; оставлять
read read; red read; red читать
rend rent rent раздирать
reset reset reset возвращать
rid rid rid избавлять
ride rode ridden ездить верхом
ring rang rung звонить
rise rose risen подняться
run ran run бежать; течь
saw sawed sawn пилить
say said said говорить; сказать
see saw seen видеть
seek sought sought искать
sell sold sold продавать
send sent sent послать
set set set устанавливать
sew sewed sewn шить
shake shook shaken трясти
shear sheared shorn; sheared стричь; срезать
shed shed shed проливать
shine shone shone светить; сиять
shoe shod shod подковывать
shoot shot shot стрелять
show showed shown; showed показывать
shrink shrank; shrunk shrunk сокращаться; сжиматься
shut shut shut закрывать
sing sang sung петь
sink sank sunk тонуть
sit sat sat сидеть
slay slew slain убивать
sleep slept slept спать
slide slid slid скользить
sling slung slung швырять; подвешивать
slink slunk slunk идти крадучись
slit slit slit разрезать (вдоль)
smell smelt; smelled smelt; smelled пахнуть; нюхать
smite smote smitten ударять; разбивать
sow sowed sowed; sown (по)сеять
speak spoke spoken говорить
speed sped(ed) sped(ed) ускорять; спешить
spell spelt; spelled spelt; spelled писать (читать) по буквам
spend spent spent тратить
spill spilt; spilled spilt; spilled пролить
spin spun spun крутить
spit spat spat плевать
split split split расщепить(ся)
spoil spoilt; spoiled spoilt; spoiled портить
spotlight spotlit; spotlighted spotlit; spotlighted осветить
spread spread spread распространиться
spring sprang sprung вскочить; возникнуть
stand stood stood стоять
steal stole stolen украсть
stick stuck stuck приклеить
sting stung stung ужалить
stink stank; stunk stunk вонять
strew strewed strewn; strewed усеять; устлать
stride strode stridden шагать
strike struck struck ударить
string strung strung нанизать; натянуть
strive strove striven стараться
swear swore sworn клясться; ругаться
sweep swept swept мести; промчаться
swell swelled swollen; swelled вздуться
swim swam swum плыть
swing swung swung качаться
take took taken взять; брать
teach taught taught учить
tear tore torn рвать
tell told told рассказывать; сказать
think thought thought думать
throw threw thrown бросить
thrust thrust thrust толкнуть; сунуть
tread trod trod; trodden ступать
undergo underwent undergone подвергаться
understand understood understood понимать
upset upset upset опрокинуть(ся)
wake woke woken просыпаться; будить
wear wore worn носить (одежду)
weave wove woven ткать
wed wed; wedded wed; wedded выдавать замуж
weep wept wept плакать
wet wet; wetted wet; wetted мочить; увлажнять
win won won выиграть
wind wound wound заводить (механизм)
wring wrung wrung скрутить; сжать
write wrote written писать
46,19,4345,buy,/baɪ/,bought,/bɑːt/,bought,/bɑːt/,покупать,
47,19,4322,speak,/spiːk/,spoke,/spoʊk/,spoken,/ˈspoʊ.kᵊn/,говорить,
48,19,4243,hang,/hæŋ/,hung,/hʌŋ/,hung,/hʌŋ/,"висеть, вешать",
49,19,4175,spend,/spend/,spent,/spent/,spent,/spent/,"тратить, истощать",
50,19,4045,send,/send/,sent,/sent/,sent,/sent/,"посылать, отправлять",
51,19,3697,throw,/θroʊ/,threw,/NONE/,thrown,/NONE/,"кидать, бросать",
52,19,3607,drive,/draɪv/,drove,/droʊv/,driven,/NONE/,"водить (машину), управлять, ездить",
53,19,3554,light,/laɪt/,lit;lighted,/lɪt/;/NONE/,lit;lighted,/lɪt/;/NONE/,"натолкнуться, обрушиться, освещать, зажигать, светиться",
54,19,3194,catch,/kætʃ/,caught,/kɑːt/,caught,/kɑːt/,"поймать, ловить, догнать",
55,19,3157,fall,/fɑːl/,fell,/NONE/,fallen,/NONE/,"падать, опадать, опускаться",
56,19,3126,win,/wɪn/,won,/wʌn/,won,/wʌn/,"выигрывать, побеждать",
57,19,2912,learn,/lɝːn/,learned;learnt,/NONE/;/NONE/,learned;learnt,/NONE/;/NONE/,"учиться, узнавать","Обе формы learned и learnt считаются правильными, однако форма learned встречается чаще в современном анлийском."
58,19,2890,rise,/raɪz/,rose,/NONE/,risen,/NONE/,"подниматься, восходить",
59,19,2816,become,/bɪˈkʌm/,became,/bɪˈkeɪm/,become,/bɪˈkʌm/,"становиться, делаться",
60,19,2786,ring,/rɪŋ/,rang,/NONE/,rung,/NONE/,"звонить, звенеть",
61,19,2765,wear,/wer/,wore,/wɔːr/,worn,/wɔːrn/,носить (одежду),
62,19,2753,stick,/stɪk/,stuck,/stʌk/,stuck,/stʌk/,"втыкать, колоть, приклеивать, липнуть",
63,19,2741,write,/raɪt/,wrote,/roʊt/,written,/ˈrɪt̬.ᵊn/,писать,
64,19,2440,beat,/biːt/,beat,/biːt/,beaten;beat,/NONE/;/biːt/,"бить, побеждать",Третья форма beat используется крайне редко.
65,19,2226,rid,/NONE/,rid,/NONE/,rid,/NONE/,"освобождать, избавлять",
66,19,2033,lead,/liːd/,led,/led/,led,/led/,"вести, сопровождать",
67,19,1936,bear,/NONE/,bore;beared,/bɔːr/;/NONE/,born;borne;beared,/bɔːrn/;/bɔːrn/;/NONE/,"нести, выносить, держать, питать чувство","Форма beared используется, в основном, когда речь идет о финансовых делах."
68,19,1885,sell,/sel/,sold,/NONE/,sold,/NONE/,продавать,
69,19,1774,fly,/flaɪ/,flew,/NONE/,flown,/NONE/,"летать, пролетать",
70,19,1527,fit,/fɪt/,fitted;fit,/NONE/;/fɪt/,fitted;fit,/NONE/;/fɪt/,"подгонять, прилаживать, приспосабливать, оснащать",Для глагола to fit в значении «подгонять по размеру» чаще используется формы fitted.
71,19,1526,begin,/bɪˈɡɪn/,began,/bɪˈɡæn/,begun,/bɪˈɡʌn/,начинать,
72,19,1496,cost,/kɑːst/,cost,/kɑːst/,cost,/kɑːst/,"оценивать, стоить",
73,19,1469,sing,/sɪŋ/,sang,/sæŋ/,sung,/sʌŋ/,петь,
74,19,1434,teach,/tiːtʃ/,taught,/tɑːt/,taught,/tɑːt/,"обучать, учить",
75,19,1414,choose,/tʃuːz/,chose,/tʃoʊz/,chosen,/ˈtʃoʊ.zᵊn/,выбирать,
76,19,1396,grow,/ɡroʊ/,grew,/NONE/,grown,/NONE/,"расти, выращивать",
77,19,1381,lay,/leɪ/,laid,/leɪd/,laid,/leɪd/,"класть, валить, накрывать",
78,19,1251,wind,/wɪnd/,wound,/wuːnd/,wound,/wuːnd/,"чуять, дуть, наматывать, заводить (механизм), извиваться",
79,19,1073,build,/bɪld/,built,/NONE/,built,/NONE/,"строить, сооружать",
80,19,906,feed,/fiːd/,fed,/fed/,fed,/fed/,кормить,
81,19,797,draw,/drɑː/,drew,/druː/,drawn,/drɑːn/,"чертить, рисовать, представлять; тащить, тянуть",
82,19,688,shoe,/ʃuː/,shod,/ʃɑːd/,shod,/ʃɑːd/,"обувать, подковывать, подбивать",
88,19,0,clothe,/kloʊð/,clothed;clad,/NONE/;/NONE/,clothed;clad,/NONE/;/NONE/,"одеть, одевать, выражать, одарять","Форма clad чаще используется в виде причастия clad (одетый в) – clad in protecting clothing (одетый в защитную одежду), towel clad (в одном полотенце)."
104,18,26757,find,/faɪnd/,found,/faʊnd/,found,/faʊnd/,"находить, обнаруживать",
105,18,11145,hurt,/hɝːt/,hurt,/hɝːt/,hurt,/hɝːt/,"повредить, причинять боль, ранить",
107,18,3471,dream,/driːm/,dreamed;dreamt,/NONE/;/NONE/,dreamed;dreamt,/NONE/;/NONE/,"видеть сны, мечтать","Формы dreamt считаются более правильными, однако в современном английском формы dreamed встречаются чаще."
108,18,3205,wed,/wed/,wed;wedded,/wed/;/NONE/,wed;wedded,/wed/;/NONE/,"венчать, выдавать замуж, жениться, выходить замуж",
109,18,2857,wake,/weɪk/,woke;waked,/woʊk/;/NONE/,woken;waked,/ˈwoʊ.kᵊn/;/NONE/,"будить, просыпаться",
110,18,2768,ride,/raɪd/,rode,/NONE/,ridden,/NONE/,"ехать верхом, кататься, ехать (в транспорте)",
111,18,1910,hide,/haɪd/,hid,/NONE/,hidden,/NONE/,"прятать, прятаться",
112,18,1822,smell,/smel/,smelled;smelt,/NONE/;/smelt/,smelled;smelt,/NONE/;/smelt/,"пахнуть, нюхать","Обе формы smelled и smelt считаются одинаково правильными, однако форма smelled встречается чаще в современном английском."
113,18,1813,spell,/spel/,spelled;spelt,/NONE/;/spelt/,spelled;spelt,/NONE/;/spelt/,"заколдовать; сменить, дать отдохнуть; писать, произносить слово по буквам","Формы spelled и spelt считаются одинаково правильными, однако форма spelled встречается чаще в современном английском."
114,18,1173,burn,/bɝːn/,burned;burnt,/NONE/;/bɝːnt/,burned;burnt,/NONE/;/bɝːnt/,"гореть, сжигать",Формы burnt являются формами британского варианта английского языка. Однако в современном английском эти формы постепенно ищезают.
115,18,898,speed,/spiːd/,sped;speeded,/NONE/;/NONE/,sped;speeded,/NONE/;/NONE/,"спешить, ускорять, торопить",
116,18,839,shake,/ʃeɪk/,shook,/NONE/,shaken,/ˈʃeɪ.kᵊn/,"трясти, встряхивать",
117,18,803,dig,/dɪɡ/,dug,/NONE/,dug,/NONE/,"копать, рыть, искать",
118,18,803,tear,/ter/,tore,/NONE/,torn,/NONE/,"рвать, сорвать, разорвать",
119,18,796,spring,/sprɪŋ/,sprang;sprung,/NONE/;/NONE/,sprung,/NONE/,"прыгать, вскочить",
120,18,761,freeze,/friːz/,froze,/NONE/,frozen,/ˈfroʊ.zᵊn/,"замерзать, замораживать",
121,18,732,wet,/wet/,wet;wetted,/wet/;/NONE/,wet;wetted,/wet/;/NONE/,"мочить,  промочить, мокнуть","Вторая и третья формы wetted чаще встречаются в современном британском варианте английского языка, однако, wet считается более употребимой и желательной как в британском, так и в американском варианте английкого языка."
122,18,561,swim,/swɪm/,swam,/swæm/,swum,/swʌm/,"плавать, плыть",
124,17,7158,bite,/baɪt/,bit,/bɪt/,bitten,/ˈbɪt.ən/,"кусать, клевать, жалить",
125,17,5064,upset,/ʌpˈset/,upset,/ʌpˈset/,upset,/ʌpˈset/,"опрокидывать, расстраивать, огорчать",
126,17,3239,swear,/swer/,swore,/swɔːr/,sworn,/swɔːrn/,"клясться, присягать, ругаться",
127,17,2852,prove,/pruːv/,proved,/NONE/,proven;proved,/NONE/;/NONE/,"доказывать, удостоверять",
128,17,2690,forgive,/fɚˈɡɪv/,forgave,/NONE/,forgiven,/NONE/,"прощать, забыть (долг)",
129,17,2209,shed,/ʃed/,shed,/ʃed/,shed,/ʃed/,"проливать, терять, сбрасывать",
130,17,1493,steal,/stiːl/,stole,/stoʊl/,stolen,/ˈstoʊ.lᵊn/,"воровать, красть",
131,17,1453,dare,/der/,durst,/NONE/,dared,/NONE/,"сметь, бросать вызов, рисковать",
132,17,699,cast,/kæst/,cast,/kæst/,cast,/kæst/,"бросать, отбрасывать, уволить, отливать (метал)",
133,17,562,spread,/spred/,spread,/spred/,spread,/spred/,"распространяться, расстилать",
134,17,411,sink,/sɪŋk/,sank;sunk,/sæŋk/;/NONE/,sunk,/NONE/,"тонуть, опускаться, погружаться",
135,17,333,slide,/slaɪd/,slid,/NONE/,slid,/NONE/,"скользить, ползать, кататься",
136,17,304,seek,/siːk/,sought,/NONE/,sought,/NONE/,"искать, добиваться",
137,17,281,bend,/bend/,bent,/NONE/,bent,/NONE/,"гнуть, сгибать",
138,17,218,bleed,/bliːd/,bled,/NONE/,bled,/NONE/,"кровоточить, истекать кровью",
139,17,173,lend,/lend/,lent,/lent/,lent,/lent/,"одалживать, давать взаймы, занимать",
142,16,12392,show,/ʃoʊ/,showed,/NONE/,shown;showed,/ʃoʊn/;/NONE/,"показывать, показываться, выставлять напоказ",Третья форма глагола showed встречается в американском варианте английского языка.
143,16,2268,blow,/bloʊ/,blew,/bluː/,blown,/bloʊn/,"дуть, веять, задувать, выдувать, взрывать",
144,16,824,awake,/əˈweɪk/,awaked;awoke,/NONE/;/əˈwoʊk/,awaked;awoken,/NONE/;/əˈwoʊ.kᵊn/,"будить,  вызывать, просыпаться, понимать","Существуют также правильные глаголы awaken (пробуждаться, будить) и waken (пробуждаться, будить), которые образуют формы прошедших времен по правилу (с помощью окончания -ed)."
145,16,585,swing,/swɪŋ/,swung,/swʌŋ/,swung,/swʌŋ/,"качать, размахивать",
146,16,494,bind,/baɪnd/,bound,/baʊnd/,bound,/baʊnd/,связывать,
147,16,484,spin,/spɪn/,spun,/NONE/,spun,/NONE/,"прясть, крутить, вертеть, плести",
148,16,427,creep,/kriːp/,crept,/krept/,crept,/krept/,"ползать, красться, охватывать, наводить ужас",
149,16,375,spoil,/spɔɪl/,spoiled;spoilt,/NONE/;/NONE/,spoiled;spoilt,/NONE/;/NONE/,"портить, баловать","Обе формы spoiled и spoilt считаются одинаково правильными, однако форма spoiled встречается чаще в современном английском."
150,16,348,string,/strɪŋ/,strung,/NONE/,strung,/NONE/,"связывать, натягивать, нанизывать",
151,16,327,lean,/liːn/,leaned;leant,/NONE/;/NONE/,leaned;leant,/NONE/;/NONE/,"опираться, наклоняться, прислоняться","Обе формы leaned и leant считаются правильными, однако форма leaned встречается чаще в современном английском."
152,16,286,dive,/daɪv/,dove;dived,/doʊv/;/NONE/,dived,/NONE/,"нырять, прыгать вниз, окунаться",
153,16,283,sweep,/swiːp/,swept,/swept/,swept,/swept/,"мести, прочищать, сметать, мчаться",
154,16,277,shine,/ʃaɪn/,shined;shone,/NONE/;/NONE/,shined;shone,/NONE/;/NONE/,"сиять, светить","Форма shined чаще встречается в разговорном английском, тогда как shone используется в литературном английском."
155,16,256,leap,/liːp/,leaped;leapt,/NONE/;/NONE/,leaped;leapt,/NONE/;/NONE/,"прыгать, скакать",Обе формы leaped и leapt используются одинаково часто.
156,16,237,shave,/ʃeɪv/,shaved,/NONE/,shaved;shaven,/NONE/;/NONE/,бриться,
157,16,225,bid(mean.offer),/NONE/,bid,/bɪd/,bid,/bɪd/,"предлагать цену, велеть, просить",
158,16,225,bid(mean.tell),/NONE/,bid;bade,/bɪd/;/bæd/,bidden,/NONE/,"приглашать, приветствовать, прощаться",
161,16,0,sew,/soʊ/,sewed,/NONE/,sewn;sewed,/NONE/;/NONE/,"шить, штопать",
162,15,542,sweat,/swet/,sweat;sweated,/swet/;/NONE/,sweat;sweated,/swet/;/NONE/,"потеть, сыреть, запотевать",
163,15,329,spill,/spɪl/,spilled;spilt,/NONE/;/NONE/,spilled;spilt,/NONE/;/NONE/,"проливать, разливаться","Формы spilled и spilt считаются одинаково правильными, однако форма spilled встречается чаще в современном английском."
166,15,0,knit,/nɪt/,knitted;knit,/NONE/;/nɪt/,knitted;knit,/NONE/;/nɪt/,"вязать, штопать",
167,14,1885,quit,/kwɪt/,quit;quitted,/kwɪt/;/NONE/,quit;quitted,/kwɪt/;/NONE/,"оставлять, покидать, выходить","Вторая и третья формы quitted чаще встречаются в современном британском варианте английского языка, однако, quit считается более употребимой и желательной как в британском, так и в американском варианте английского языка."
168,14,1626,grind,/ɡraɪnd/,ground,/ɡraʊnd/,ground,/ɡraʊnd/,"молоть, растереть, шлифовать, точить",
169,14,509,spit,/spɪt/,spit;spat,/spɪt/;/spæt/,spit;spat,/spɪt/;/spæt/,"плевать, пронзать, натыкать, моросить",
170,14,313,swell,/swel/,swelled,/NONE/,swollen;swelled,/ˈswoʊ.lən/;/NONE/,"пухнуть, раздуваться, набухать",
172,14,130,input,/ˈɪn.pʊt/,input;inputted,/ˈɪn.pʊt/;/NONE/,input;inputted,/ˈɪn.pʊt/;/NONE/,"ввести, вводить, вкладывать (деньги)",
173,14,0,arise,/əˈraɪz/,arose,/əˈroʊz/,arisen,/NONE/,"возникать, подниматься",
174,14,0,foresee,/fɚˈsiː/,foresaw,/NONE/,foreseen,/NONE/,"предвидеть, предугадывать",
175,14,0,mow,/moʊ/,mowed,/NONE/,mowed;mown,/NONE/;/NONE/,"косить, стричь (газон), жать",
176,14,0,stride,/straɪd/,strode,/stroʊd/,stridden,/NONE/,"шагать, сидеть верхом",
178,14,0,weave,/wiːv/,wove;weaved,/woʊv/;/NONE/,woven;weaved,/ˈwoʊ.vᵊn/;/NONE/,"ткать, плести",
179,13,658,bust,/bʌst/,busted;bust,/NONE/;/bʌst/,busted;bust,/NONE/;/bʌst/,"сломать, разрушать, разориться, бить",
180,13,589,sneak,/sniːk/,sneaked;snuck,/NONE/;/snʌk/,sneaked;snuck,/NONE/;/snʌk/,"красться, подкрадываться, красть, ускользать",
181,13,334,stink,/stɪŋk/,stunk;stank,/NONE/;/NONE/,stunk,/NONE/,"вонять, пахнуть",
182,13,257,forbid,/fɚˈbɪd/,forbade,/NONE/,forbidden,/NONE/,запрещать,
183,13,221,plead,/pliːd/,pleaded;pled,/NONE/;/NONE/,pleaded;pled,/NONE/;/NONE/,"защищать подсудимого, ходатайствовать, простить",
185,13,189,sting,/stɪŋ/,stung,/stʌŋ/,stung,/stʌŋ/,"жалить, причинять боль, обманывать",
186,13,167,fling,/flɪŋ/,flung,/NONE/,flung,/NONE/,"кидать, бросать",
187,13,103,dwell,/dwel/,dwelt;dwelled,/NONE/;/NONE/,dwelt;dwelled,/NONE/;/NONE/,"жить, обитать, пребывать, останавливаться",Формы dwelt являются более употребимыми.
188,13,0,cling,/klɪŋ/,clung,/klʌŋ/,clung,/klʌŋ/,"цепляться, держаться, липнуть",
189,13,0,flee,/fliː/,fled,/NONE/,fled,/NONE/,"бежать, спасаться бегством",
190,13,0,offset,/ˌɑːfˈset/,offset,/ˌɑːfˈset/,offset,/ˌɑːfˈset/,"возмещать, компенсировать, ответвляться",
191,13,0,thrust,/θrʌst/,thrust,/θrʌst/,thrust,/θrʌst/,"колоть, засовывать, толкать, лезть",
192,13,0,tread,/tred/,trod,/NONE/,trodden;trod,/NONE/;/NONE/,"идти, ступать, топтать, давить",
194,12,4866,shoot,/ʃuːt/,shot,/ʃɑːt/,shot,/ʃɑːt/,"стрелять, охотиться",
195,12,98,weep,/wiːp/,wept,/wept/,wept,/wept/,"плакать, тосковать, запотевать",
196,12,0,kneel,/niːl/,knelt;kneeled,/NONE/;/NONE/,knelt;kneeled,/NONE/;/NONE/,становиться на колени,
198,12,0,sow,/soʊ/,sowed,/NONE/,sown;sowed,/NONE/;/NONE/,"сеять, засевать, распространять",
199,12,0,strive,/straɪv/,strove;strived,/stroʊv/;/NONE/,striven;strived,/NONE/;/NONE/,"стремиться, стараться, пытаться",
202,11,79,sling,/slɪŋ/,slung,/slʌŋ/,slung,/slʌŋ/,"швырять, вешать через плечо, подвешивать",
205,10,531,bless,/bles/,blessed;blest,/NONE/;/NONE/,blessed;blest,/NONE/;/NONE/,"благословлять, одаривать, перекрестить",
206,10,139,behold,/bɪˈhoʊld/,beheld,/bɪˈheld/,beheld,/bɪˈheld/,"увидеть, заметить, созерцать, наблюдать",
207,10,131,breed,/briːd/,bred,/bred/,bred,/bred/,"выводить, вскармливать, размножаться, порождать",
208,10,0,abide,/əˈbaɪd/,abode;abided,/NONE/;/NONE/,abode;abided,/NONE/;/NONE/,"терпеть, выносить; придерживаться чего-либо, быть верным",
209,10,0,forego,/fɔːrˈɡoʊ/,forewent,/NONE/,foregone,/NONE/,"предшествовать, идти впереди",
212,10,0,shear,/ʃɪr/,sheared,/NONE/,sheared;shorn,/NONE/;/ʃɔːrn/,"резать, выстригать, рассекать",
213,10,0,typewrite,/NONE/,typewrote,/NONE/,typewritten,/NONE/,"печатать на пишущей машинке, набирать текст",
214,10,0,uphold,/ʌpˈhoʊld/,upheld,/NONE/,upheld,/NONE/,"поддерживать, помогать, удерживать",
216,9,287,burst,/bɝːst/,burst,/bɝːst/,burst,/bɝːst/,"лопаться, взрываться, быть переполненным, появиться",
217,9,81,slit,/slɪt/,slit,/slɪt/,slit,/slɪt/,"разрезать, перерезать",
220,8,0,wring,/rɪŋ/,wrung,/rʌŋ/,wrung,/rʌŋ/,"крутить, терзать, выжимать, скручивать",
221,7,502,shrink,/ʃrɪŋk/,shrank;shrunk,/ʃræŋk/;/ʃrʌŋk/,shrunk;shrunken,/ʃrʌŋk/;/NONE/,"уменьшать, уменьшаться, сжиматься, давать усадку",
222,7,0,bereave,/bɪˈriːv/,bereft;bereaved,/NONE/;/NONE/,bereft;bereaved,/NONE/;/NONE/,"лишать, отнимать, отбирать",
227,6,0,cleave,/kliːv/,cleft;clove,/NONE/;/kloʊv/,cleft;cloven,/NONE/;/ˈkloʊ.vᵊn/,"раскалывать, рассекать",
230,5,0,beseech,/bɪˈsiːtʃ/,besought;beseeched,/bɪˈsɑːt/;/NONE/,besought;beseeched,/bɪˈsɑːt/;/NONE/,"умолять, просить, упрашивать",
231,5,0,partake,/pɑːrˈteɪk/,partook,/NONE/,partaken,/NONE/,"принимать участие, разделять, отведать, воспользоваться",
